trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
92,False,"{'a': 0.5, 'e': 0.19833890321101255}",20,0,-10.531921599324667,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.19635551417890243}",25,0,-31.975627225269793,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.1943919590371134}",20,0,-6.3501252457173605,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.19244803944674227}",20,16,7.248714590080337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.19052355905227483}",20,0,29.241469479604888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.18861832346175209}",25,1,34.95415177180306,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.18673214022713458}",20,9,-53.66415997213686,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.18486481882486322}",25,3,-12.120333534318767,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.1830161706366146}",20,0,-23.87220243561943,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.18118600893024844}",20,0,-12.070792357534723,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.17937414884094596}",20,0,7.8783071085686815,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.1775804073525365}",20,4,-5.098695785027495,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.17580460327901112}",20,7,13.31800625502758,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.174046557246221}",25,0,-59.17378716884173,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.1723060916737588}",30,14,-27.75081032873007,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.17058303075702122}",35,17,27.085414590554144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.168877200449451}",25,0,-37.86282621868046,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.1671884284449565}",20,0,-24.41703777499539,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.16551654416050693}",25,7,18.806371988961423,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.16386137871890186}",25,0,-17.86708172267883,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.16222276493171284}",20,9,19.759075847117263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.1606005372823957}",25,7,20.29099987343242,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.15899453190957175}",20,0,26.945563506045644,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.15740458659047601}",25,18,12.704891983704398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.15583054072457125}",30,18,23.168045452483774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.15427223531732553}",30,1,23.101282701275327,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.1527295129641523}",25,0,18.35672920985754,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.15120221783451077}",30,10,28.288987072540916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.14969019565616565}",20,4,-4.6471013623425215,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.148193293699604}",25,0,-1.790150481037033,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.14671136076260796}",20,0,19.12725748319995,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.14524424715498188}",20,9,2.375928445176746,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.14379180468343206}",20,9,19.61407544045758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.14235388663659773}",25,0,-10.168895362129515,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.14093034777023175}",35,1,-14.411070511691499,"{0: 32, 1: 0, 2: 0, 3: 1, 4: 1}",1
127,False,"{'a': 0.5, 'e': 0.13952104429252943}",25,0,23.31107734411693,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.13812583384960414}",30,4,33.14941358473778,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.1367445755111081}",30,0,22.64475397749154,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.13537712975599703}",25,0,-56.39749431835919,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.13402335845843705}",25,16,-20.943304415244626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.13268312487385267}",25,0,4.537754512495846,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.13135629362511414}",30,13,5.4242586108328865,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.13004273068886302}",25,0,-15.300473334427409,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.12874230338197437}",25,18,3.3550964720881407,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.12745488034815464}",20,0,28.90648556179533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.1261803315446731}",20,6,15.043795309521611,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.12491852822922635}",20,0,10.352333120595585,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.12366934294693409}",30,5,-2.3937951718081028,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.12243264951746474}",20,9,-41.201054007880664,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.1212083230222901}",20,12,13.967080102689295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.1199962397920672}",30,0,-6.800033582485931,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.11879627739414651}",20,0,-10.835441847831797,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.11760831462020506}",25,9,-5.413754704602505,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.116432231474003}",30,15,17.094573786444318,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.11526790915926297}",20,3,26.807449444812676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.11411523006767034}",25,10,18.175765158708774,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.11297407776699364}",25,13,19.561754129868444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.1118443369893237}",25,2,-24.126210595122895,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.11072589361943046}",25,0,-13.679218940955876,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.10961863468323615}",30,0,24.684720428768586,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.10852244833640379}",25,19,11.116665824677739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.10743722385303975}",30,22,-29.01272568825985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.10636285161450935}",30,13,24.71512329483332,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.10529922309836426}",20,7,6.979064116003283,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.10424623086738062}",25,0,-14.10869939124537,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.1032037685587068}",20,9,-24.180217916201002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.10217173087311975}",30,2,-7.568421918433134,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.10115001356438855}",30,1,-49.120631365061534,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.10013851342874465}",25,7,15.331109083246268,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.09913712829445721}",20,15,9.875700919137081,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.09814575701151264}",20,8,18.43515977679653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.09716429944139751}",25,0,-21.72349441077045,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.09619265644698353}",25,11,-67.34110474597827,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
165,False,"{'a': 0.5, 'e': 0.0952307298825137}",20,0,30.647116584910165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.09427842258368856}",20,0,3.4184924723365078,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.09333563835785168}",30,0,15.663921285834565,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.09240228197427315}",20,0,12.797339832201255,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.09147825915453042}",20,0,7.3047978292480735,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.09056347656298512}",20,0,20.01733484469573,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.08965784179735527}",20,14,10.673809981625777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.08876126337938171}",25,2,37.63223587734788,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.0878736507455879}",20,0,-3.835628296206489,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.086994914238132}",20,0,8.589889337588515,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.0861249650957507}",20,9,20.811060056778153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.08526371544479318}",25,0,29.401170414406234,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.08441107829034525}",30,16,28.697522611350575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.0835669675074418}",30,8,16.041031196490277,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.08273129783236738}",25,12,8.007581326203255,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.08190398485404371}",25,13,17.478826447666016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.08108494500550327}",25,7,-23.80117222980087,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.08027409555544823}",20,6,20.791341207291502,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.07947135459989375}",25,3,24.86848305520897,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.07867664105389481}",20,15,9.399251728872148,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.07788987464335587}",30,17,25.361405648212166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.0771109758969223}",30,14,17.81533725136575,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.07633986613795309}",30,12,28.415914281631956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.07557646747657355}",35,9,33.25552377982772,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.07482070280180782}",25,0,-2.807538624780376,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.07407249577378973}",20,9,20.352913538903845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.07333177081605184}",20,14,9.703513362556773,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.07259845310789131}",20,10,3.71850783908344,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.0718724685768124}",25,13,23.99069426178209,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.07115374389104429}",20,0,8.356345362386358,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.07044220645213384}",30,13,24.4110067235739,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.0697377843876125}",20,0,26.52856909487255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.06904040654373637}",35,22,-21.320553795381038,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.068350002478299}",25,18,13.726460623284467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.06766650245351602}",20,0,34.502084310305165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.06698983742898086}",25,11,-19.432524713558237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.06631993905469105}",30,0,13.075850434151167,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.06565673966414413}",25,0,33.47875926316649,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.0650001722675027}",25,11,16.811582973000533,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.06435017054482767}",30,0,6.750827812110394,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.0637066688393794}",20,11,8.45753628010637,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.06306960215098559}",30,16,23.697545185444827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.06243890612947574}",20,6,23.246984974274064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.06181451706818098}",20,8,-19.32753575991366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.06119637189749917}",30,21,16.576339596904134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.060584408178524174}",20,6,21.82286041782012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.059978564096738934}",20,0,31.57086037071924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.059378778455771546}",20,10,19.269710046900034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.05878499067121383}",20,0,31.48204399269197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.05819714076450169}",20,14,10.538555226743528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.05761516935685667}",25,12,22.777023628309998,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.0570390176632881}",30,14,13.158236508840504,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.05646862748665522}",20,14,8.68114542758504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.05590394121178867}",20,0,18.268031438415036,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.05534490179967078}",20,4,27.336748808325318,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.05479145278167408}",20,3,24.64831147223471,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.05424353825385733}",25,14,23.70706823879493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.05370110287131876}",20,14,11.056354215462319,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.05316409184260557}",35,11,33.249675860849635,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.052632450924179515}",35,15,32.30815392408636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.05210612641493772}",25,13,7.920311575580613,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.051585065150788346}",25,2,14.74997162137897,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.05106921449928046}",20,14,0.5650875584341422,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.050558522354287656}",20,8,22.659280632070104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.050052937130744775}",25,11,23.73122675169343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.04955240775943733}",20,0,3.3395377539208853,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.04905688368184295}",20,10,14.400041054040491,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.04856631484502452}",25,15,16.22409230710388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.04808065169657428}",20,14,9.439695822272748,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.04759984517960854}",20,9,19.867914960239098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.04712384672781245}",20,7,13.493937297819782,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.04665260826053433}",25,1,35.298526171538185,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.04618608217792898}",20,15,8.722889024587925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.04572422135614969}",35,18,18.090851258120004,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.0452669791425882}",25,17,15.757792250076514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.04481430935116231}",25,0,-20.839666244594277,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.04436616625765069}",25,0,10.178851351368367,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.04392250459507418}",20,6,20.792426553666683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.04348327954912344}",25,14,19.46917026248607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0430484467536322}",30,10,21.340477580564354,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.04261796228609588}",30,12,34.36132740338443,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.04219178266323492}",35,15,35.43910722009615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.041769864836602576}",20,2,-13.205558696379757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.04135216618823655}",20,8,16.48283984045357,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.04093864452635418}",20,8,24.05887607301255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.04052925808109064}",30,12,27.427646527772264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.04012396550027973}",25,7,31.824752751295865,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.03972272584527693}",20,13,14.573415107601855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.039325498586824166}",25,7,29.609714755637462,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.03893224360095592}",25,6,-30.52370340374281,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.03854292116494636}",35,13,-0.605496676101422,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.0381574919532969}",25,16,13.59146477708928,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.03777591703376393}",25,0,-4.032828806798858,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.03739815786342629}",25,15,20.68170209640412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.03702417628479203}",20,7,25.33294817476074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.036653934521944105}",20,10,18.856724021185467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.03628739517672466}",25,8,27.67645403435354,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.035924521224957415}",30,17,24.366851241152766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.03556527601270784}",25,2,27.02771395560272,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.035209623252580764}",25,3,23.39443795144634,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.03485752702005496}",20,0,-12.0590969343537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.034508951749854404}",25,17,4.724722732321977,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.03416386223235586}",20,0,29.983105489636102,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.0338222236100323}",20,0,37.831603025137774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.03348400137393198}",20,3,-11.451950103211189,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.03314916136019266}",25,6,33.13518726858312,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.032817669746590734}",20,12,14.058658699790609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.032489493049124823}",25,16,15.133125986584899,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.03216459811863358}",20,0,24.81029328440096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.03184295213744724}",20,6,15.10562154962566,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.03152452261607277}",30,18,22.62664823762557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.03120927738991204}",25,8,18.30855811582741,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
